#2 , none, 0.004992 , 11.867925 , 20.650000 , 87.760000 , 117.942857 , 
#2 , none, 0.004917 , 11.539623 , 20.600000 , 91.736000 , 118.900000 , 
#2 , none, 0.004312 , 12.437736 , 22.775000 , 78.008000 , 125.514286 , 
#2 , none, 0.004312 , 12.437736 , 22.775000 , 78.008000 , 125.514286 , 
